,Unnamed: 0,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,year,Specific_Boroughs_Air
6242,6242,212438,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2014,06/01/2014,23.49,,2014,N/A
6243,6243,602768,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2018,01/01/2018,23.42,,2018,N/A
6244,6244,602770,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2017-18,12/01/2017,28.57,,2017,N/A
6245,6245,176573,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2010,12/01/2009,31.02,,2009,N/A
6246,6246,336557,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2015,06/01/2015,21.57,,2015,N/A
6247,6247,549828,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2016-17,12/01/2016,30.22,,2016,N/A
6248,6248,175271,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2008-09,12/01/2008,38.68,,2008,N/A
6249,6249,175313,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2009-10,12/01/2009,32.97,,2009,N/A
6250,6250,175397,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2011-12,12/01/2011,30.52,,2011,N/A
6251,6251,166710,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2010,06/01/2010,19.98,,2010,Brooklyn
6252,6252,167713,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2012,12/01/2011,22.36,,2011,Brooklyn
6253,6253,336804,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2014-15,12/01/2014,25.82,,2014,Brooklyn
6254,6254,412739,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2015-16,12/01/2015,24.46,,2015,Brooklyn
6255,6255,175901,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2009,06/01/2009,30.94,,2009,N/A
6256,6256,176531,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2009,12/01/2008,34.29,,2008,N/A
6257,6257,213427,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2014,06/01/2014,15.87,,2014,Brooklyn
6258,6258,213604,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2014,12/01/2013,21.2,,2013,Brooklyn
6259,6259,550072,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2017,06/01/2017,14.69,,2017,Brooklyn
6260,6260,165825,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2009-10,12/01/2009,27.78,,2009,Brooklyn
6261,6261,165943,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2011-12,12/01/2011,25.76,,2011,Brooklyn
6262,6262,166651,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2009,06/01/2009,21.76,,2009,Brooklyn
6263,6263,550073,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2017,01/01/2017,19.75,,2017,Brooklyn
6264,6264,603015,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2018,06/01/2018,14.13,,2018,Brooklyn
6265,6265,165766,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2008-09,12/01/2008,31.68,,2008,Brooklyn
6266,6266,166828,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2012,06/01/2012,18.39,,2012,Brooklyn
6267,6267,166887,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2013,06/01/2013,18.09,,2013,Brooklyn
6268,6268,167536,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2009,12/01/2008,25.88,,2008,Brooklyn
6269,6269,603016,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2017-18,12/01/2017,26.46,,2017,Brooklyn
6270,6270,166769,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2011,06/01/2011,19.96,,2011,Brooklyn
6271,6271,167772,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2013,12/01/2012,21.69,,2012,Brooklyn
6272,6272,336802,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2015,01/01/2015,20.34,,2015,Brooklyn
6273,6273,336803,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2015,06/01/2015,15.48,,2015,Brooklyn
6274,6274,412741,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2016,12/31/2015,19.82,,2015,Brooklyn
6275,6275,167595,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2010,12/01/2009,24.2,,2009,Brooklyn
6276,6276,167654,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2011,12/01/2010,24.66,,2010,Brooklyn
6277,6277,213250,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2013-14,12/01/2013,28.97,,2013,Brooklyn
6278,6278,412740,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2016,05/31/2016,14.8,,2016,Brooklyn
6279,6279,550074,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2016-17,12/01/2016,25.93,,2016,Brooklyn
6280,6280,603014,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2018,01/01/2018,19.47,,2018,Brooklyn
6281,6281,172733,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2013,12/01/2012,26.5,,2012,N/A
6282,6282,549941,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2017,01/01/2017,23.39,,2017,N/A
6283,6283,602882,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2018,01/01/2018,22.22,,2018,N/A
6284,6284,602883,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2018,06/01/2018,18.4,,2018,N/A
6285,6285,165884,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2010-11,12/01/2010,31.75,,2010,Brooklyn
6286,6286,166002,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2012-13,12/01/2012,26.43,,2012,Brooklyn
6287,6287,549942,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2016-17,12/01/2016,28.64,,2016,N/A
6288,6288,602884,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2017-18,12/01/2017,27.31,,2017,N/A
6289,6289,171577,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2008-09,12/01/2008,36.38,,2008,N/A
6290,6290,171645,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2010-11,12/01/2010,33.65,,2010,N/A
6291,6291,172223,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2013,06/01/2013,22.74,,2013,N/A
6292,6292,172597,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2009,12/01/2008,31.95,,2008,N/A
6293,6293,549940,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2017,06/01/2017,19.98,,2017,N/A
6294,6294,171611,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2009-10,12/01/2009,30.23,,2009,N/A
6295,6295,172087,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2009,06/01/2009,28.52,,2009,N/A
6296,6296,172121,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2010,06/01/2010,26.72,,2010,N/A
6297,6297,172189,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2012,06/01/2012,23.58,,2012,N/A
6298,6298,412607,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2015-16,12/01/2015,26.42,,2015,N/A
6299,6299,171713,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2012-13,12/01/2012,30.65,,2012,N/A
6300,6300,172665,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2011,12/01/2010,29.3,,2010,N/A
6301,6301,211570,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2013-14,12/01/2013,30.99,,2013,N/A
6302,6302,336671,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2015,06/01/2015,19.79,,2015,N/A
6303,6303,412608,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2016,05/31/2016,19.1,,2016,N/A
6304,6304,412609,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2016,12/31/2015,23.15,,2015,N/A
6305,6305,172631,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2010,12/01/2009,28.66,,2009,N/A
6306,6306,172699,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2012,12/01/2011,27.08,,2011,N/A
6307,6307,211672,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2014,06/01/2014,20.87,,2014,N/A
6308,6308,211774,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2014,12/01/2013,25.1,,2013,N/A
6309,6309,336670,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Annual Average 2015,01/01/2015,23.86,,2015,N/A
6310,6310,336672,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2014-15,12/01/2014,27.42,,2014,N/A
6311,6311,412491,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2016,05/31/2016,19.1,,2016,N/A
6312,6312,412492,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2016,12/31/2015,23.15,,2015,N/A
6313,6313,549825,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2016-17,12/01/2016,28.64,,2016,N/A
6314,6314,602767,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2017-18,12/01/2017,27.31,,2017,N/A
6315,6315,171679,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2011-12,12/01/2011,28.9,,2011,N/A
6316,6316,172155,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2011,06/01/2011,25.78,,2011,N/A
6317,6317,549824,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2017,01/01/2017,23.39,,2017,N/A
6318,6318,602766,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2018,06/01/2018,18.4,,2018,N/A
6319,6319,175438,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2012-13,12/01/2012,30.65,,2012,N/A
6320,6320,175900,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2009,06/01/2009,28.52,,2009,N/A
6321,6321,176572,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2010,12/01/2009,28.66,,2009,N/A
6322,6322,336554,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2015,06/01/2015,19.79,,2015,N/A
6323,6323,602765,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2018,01/01/2018,22.22,,2018,N/A
6324,6324,175312,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2009-10,12/01/2009,30.23,,2009,N/A
6325,6325,176614,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2011,12/01/2010,29.3,,2010,N/A
6326,6326,176656,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2012,12/01/2011,27.08,,2011,N/A
6327,6327,176698,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2013,12/01/2012,26.5,,2012,N/A
6328,6328,336553,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2015,01/01/2015,23.86,,2015,N/A
6329,6329,175942,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2010,06/01/2010,26.72,,2010,N/A
6330,6330,175984,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2011,06/01/2011,25.78,,2011,N/A
6331,6331,176068,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2013,06/01/2013,22.74,,2013,N/A
6332,6332,176530,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2009,12/01/2008,31.95,,2008,N/A
6333,6333,212563,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2014,12/01/2013,25.1,,2013,N/A
6334,6334,336555,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2014-15,12/01/2014,27.42,,2014,N/A
6335,6335,212437,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2014,06/01/2014,20.87,,2014,N/A
6336,6336,412490,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2015-16,12/01/2015,26.42,,2015,N/A
6337,6337,549823,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2017,06/01/2017,19.98,,2017,N/A
6338,6338,175270,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2008-09,12/01/2008,36.38,,2008,N/A
6339,6339,175354,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2010-11,12/01/2010,33.65,,2010,N/A
6340,6340,175396,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2011-12,12/01/2011,28.9,,2011,N/A
6341,6341,213603,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2014,12/01/2013,22.24,,2013,Brooklyn
6342,6342,336799,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2015,01/01/2015,21.26,,2015,Brooklyn
6343,6343,412738,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2016,12/31/2015,20.79,,2015,Brooklyn
6344,6344,550069,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2017,06/01/2017,15.74,,2017,Brooklyn
6345,6345,176026,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2012,06/01/2012,23.58,,2012,N/A
6346,6346,212311,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2013-14,12/01/2013,30.99,,2013,N/A
6347,6347,550071,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2016-17,12/01/2016,26.45,,2016,Brooklyn
6348,6348,603013,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2017-18,12/01/2017,26.67,,2017,Brooklyn
6349,6349,165765,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2008-09,12/01/2008,33.11,,2008,Brooklyn
6350,6350,165942,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2011-12,12/01/2011,26.65,,2011,Brooklyn
6351,6351,166827,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2012,06/01/2012,19.68,,2012,Brooklyn
6352,6352,167712,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2012,12/01/2011,23.5,,2011,Brooklyn
6353,6353,603012,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2018,06/01/2018,14.83,,2018,Brooklyn
6354,6354,166709,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2010,06/01/2010,21.54,,2010,Brooklyn
6355,6355,167594,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2010,12/01/2009,25.68,,2009,Brooklyn
6356,6356,167653,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2011,12/01/2010,25.92,,2010,Brooklyn
6357,6357,167771,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2013,12/01/2012,22.84,,2012,Brooklyn
6358,6358,213249,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2013-14,12/01/2013,29.76,,2013,Brooklyn
6359,6359,166001,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2012-13,12/01/2012,27.47,,2012,Brooklyn
6360,6360,166886,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2013,06/01/2013,19.35,,2013,Brooklyn
6361,6361,167535,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,12/01/2008,27.55,,2008,Brooklyn
6362,6362,213426,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2014,06/01/2014,17.11,,2014,Brooklyn
6363,6363,412737,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2016,05/31/2016,16.02,,2016,Brooklyn
6364,6364,550070,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2017,01/01/2017,20.59,,2017,Brooklyn
6365,6365,336800,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2015,06/01/2015,16.56,,2015,Brooklyn
6366,6366,336801,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2014-15,12/01/2014,26.6,,2014,Brooklyn
6367,6367,412736,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2015-16,12/01/2015,25.21,,2015,Brooklyn
6368,6368,603011,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2018,01/01/2018,19.99,,2018,Brooklyn
6369,6369,165824,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2009-10,12/01/2009,28.98,,2009,Brooklyn
6370,6370,165883,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2010-11,12/01/2010,32.68,,2010,Brooklyn
6371,6371,412606,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2016,12/31/2015,22.19,,2015,N/A
6372,6372,549937,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2017,06/01/2017,18.57,,2017,N/A
6373,6373,549939,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2016-17,12/01/2016,28.06,,2016,N/A
6374,6374,602879,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2018,01/01/2018,20.91,,2018,N/A
6375,6375,166650,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2009,06/01/2009,23.83,,2009,Brooklyn
6376,6376,166768,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2011,06/01/2011,21.38,,2011,Brooklyn
6377,6377,171576,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2008-09,12/01/2008,34.29,,2008,N/A
6378,6378,172120,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2010,06/01/2010,24.41,,2010,N/A
6379,6379,172154,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2011,06/01/2011,23.33,,2011,N/A
6380,6380,172188,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2012,06/01/2012,21.24,,2012,N/A
6381,6381,211569,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2013-14,12/01/2013,30.2,,2013,N/A
6382,6382,412605,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2016,05/31/2016,17.82,,2016,N/A
6383,6383,171712,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2012-13,12/01/2012,29.27,,2012,N/A
6384,6384,172732,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2013,12/01/2012,24.75,,2012,N/A
6385,6385,211773,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2014,12/01/2013,23.76,,2013,N/A
6386,6386,336669,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2014-15,12/01/2014,26.96,,2014,N/A
6387,6387,412604,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2015-16,12/01/2015,25.95,,2015,N/A
6388,6388,602881,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2017-18,12/01/2017,26.75,,2017,N/A
6389,6389,602880,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2018,06/01/2018,16.41,,2018,N/A
6390,6390,172086,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2009,06/01/2009,26.42,,2009,N/A
6391,6391,172222,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2013,06/01/2013,20.7,,2013,N/A
6392,6392,172630,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2010,12/01/2009,27.07,,2009,N/A
6393,6393,211671,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2014,06/01/2014,19.16,,2014,N/A
6394,6394,171678,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2011-12,12/01/2011,27.76,,2011,N/A
6395,6395,172596,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2009,12/01/2008,29.9,,2008,N/A
6396,6396,172664,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2011,12/01/2010,27.65,,2010,N/A
6397,6397,172698,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2012,12/01/2011,25.32,,2011,N/A
6398,6398,336667,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2015,01/01/2015,22.99,,2015,N/A
6399,6399,336668,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2015,06/01/2015,18.63,,2015,N/A
6400,6400,549938,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2017,01/01/2017,22.41,,2017,N/A
6401,6401,176571,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2010,12/01/2009,27.07,,2009,N/A
6402,6402,336552,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2014-15,12/01/2014,26.96,,2014,N/A
6403,6403,412489,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2016,12/31/2015,22.19,,2015,N/A
6404,6404,602764,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2017-18,12/01/2017,26.75,,2017,N/A
6405,6405,171610,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2009-10,12/01/2009,29.06,,2009,N/A
6406,6406,171644,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Winter 2010-11,12/01/2010,32.92,,2010,N/A
6407,6407,336550,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2015,01/01/2015,22.99,,2015,N/A
6408,6408,336551,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2015,06/01/2015,18.63,,2015,N/A
6409,6409,412488,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2016,05/31/2016,17.82,,2016,N/A
6410,6410,549820,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2017,06/01/2017,18.57,,2017,N/A
6411,6411,549822,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2016-17,12/01/2016,28.06,,2016,N/A
6412,6412,175311,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2009-10,12/01/2009,29.06,,2009,N/A
6413,6413,602762,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2018,01/01/2018,20.91,,2018,N/A
6414,6414,602763,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2018,06/01/2018,16.41,,2018,N/A
6415,6415,175353,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2010-11,12/01/2010,32.92,,2010,N/A
6416,6416,175395,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2011-12,12/01/2011,27.76,,2011,N/A
6417,6417,176025,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2012,06/01/2012,21.24,,2012,N/A
6418,6418,212310,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2013-14,12/01/2013,30.2,,2013,N/A
