,Location,Count Date,Day,24 Hr. Total Vol.,Unnamed: 4,coordinates
10534,TRUMBALL STREET E/O PARKINSON AVENUE,03/19/2015 12:00:00 AM,Thu,873,"TRUMBALL STREET E/O PARKINSON AVENUE, california","33.944604, -118.036788"
10535,GEDDES STREET W/O VAN BUREN AVENUE,09/20/2008 12:00:00 AM,Sat,279,"GEDDES STREET W/O VAN BUREN AVENUE, california",N/A
10536,MULHOLLAND HIGHWAY W/O CALAMIGOS ROAD (W),09/13/2015 12:00:00 AM,Sun,3572,"MULHOLLAND HIGHWAY W/O CALAMIGOS ROAD (W), california","34.092137, -118.817412"
10537,GEDDES STREET W/O VAN BUREN AVENUE,09/19/2008 12:00:00 AM,Fri,314,"GEDDES STREET W/O VAN BUREN AVENUE, california",N/A
10538,GEDDES STREET W/O VAN BUREN AVENUE,09/18/2008 12:00:00 AM,Thur,290,"GEDDES STREET W/O VAN BUREN AVENUE, california",N/A
10539,GEDDES STREET W/O VAN BUREN AVENUE,09/17/2008 12:00:00 AM,Wed,278,"GEDDES STREET W/O VAN BUREN AVENUE, california",N/A
10540,GEMINI STREET E/O AZUSA AVENUE,03/28/2010 12:00:00 AM,Sun,5672,"GEMINI STREET E/O AZUSA AVENUE, california","34.018851, -117.920136"
10541,GEMINI STREET E/O AZUSA AVENUE,03/27/2010 12:00:00 AM,Sat,6310,"GEMINI STREET E/O AZUSA AVENUE, california","34.018851, -117.920136"
10542,GEMINI STREET E/O AZUSA AVENUE,03/26/2010 12:00:00 AM,Fri,6724,"GEMINI STREET E/O AZUSA AVENUE, california","34.018851, -117.920136"
10543,GEMINI STREET E/O AZUSA AVENUE,03/25/2010 12:00:00 AM,Thur,5907,"GEMINI STREET E/O AZUSA AVENUE, california","34.018851, -117.920136"
10544,GEMINI STREET E/O AZUSA AVENUE,03/24/2010 12:00:00 AM,Wed,6027,"GEMINI STREET E/O AZUSA AVENUE, california","34.018851, -117.920136"
10545,GEMINI STREET E/O WINTON AVENUE,03/22/2009 12:00:00 AM,Sun,4232,"GEMINI STREET E/O WINTON AVENUE, california","34.0164625, -117.9109713"
10546,GEMINI STREET E/O WINTON AVENUE,03/21/2009 12:00:00 AM,Sat,5092,"GEMINI STREET E/O WINTON AVENUE, california","34.0164625, -117.9109713"
10547,GEMINI STREET E/O WINTON AVENUE,03/20/2009 12:00:00 AM,Fri,5958,"GEMINI STREET E/O WINTON AVENUE, california","34.0164625, -117.9109713"
10548,GEMINI STREET E/O WINTON AVENUE,03/19/2009 12:00:00 AM,Thur,5548,"GEMINI STREET E/O WINTON AVENUE, california","34.0164625, -117.9109713"
10549,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/20/2010 12:00:00 AM,Mon,629,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10550,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/19/2010 12:00:00 AM,Sun,491,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10551,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/18/2010 12:00:00 AM,Sat,669,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10552,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/17/2010 12:00:00 AM,Fri,801,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10553,BELL AVENUE N/O 81ST STREET (N),03/19/2015 12:00:00 AM,Thu,2152,"BELL AVENUE N/O 81ST STREET (N), california",N/A
10554,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/16/2010 12:00:00 AM,Thur,826,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10555,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/15/2010 12:00:00 AM,Wed,806,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10556,GRAND VIEW DRIVE S/O OBSERVATION DRIVE,12/14/2010 12:00:00 AM,Tue,833,"GRAND VIEW DRIVE S/O OBSERVATION DRIVE, california","40.726246, -89.554493"
10557,GRAND VIEW LANE N/O LOUKELTON STREET,12/27/2010 12:00:00 AM,Mon,617,"GRAND VIEW LANE N/O LOUKELTON STREET, california","34.0336199, -117.9348224"
10558,GRAND VIEW LANE S/O LOUKELTON STREET,12/15/2013 12:00:00 AM,Sun,481,"GRAND VIEW LANE S/O LOUKELTON STREET, california","34.0330066, -117.921713"
10559,GRAND VIEW LANE S/O LOUKELTON STREET,12/14/2013 12:00:00 AM,Sat,669,"GRAND VIEW LANE S/O LOUKELTON STREET, california","34.0330066, -117.921713"
10560,GRAND VIEW LANE S/O LOUKELTON STREET,12/13/2013 12:00:00 AM,Fri,1152,"GRAND VIEW LANE S/O LOUKELTON STREET, california","34.0330066, -117.921713"
10561,GRAND VIEW LANE S/O LOUKELTON STREET,12/12/2013 12:00:00 AM,Thur,1190,"GRAND VIEW LANE S/O LOUKELTON STREET, california","34.0330066, -117.921713"
10562,GRAVES AVENUE E/O CATHRYN DRIVE,05/30/2007 12:00:00 AM,Wed,10219,"GRAVES AVENUE E/O CATHRYN DRIVE, california","38.8912662, -77.0260654"
10563,GRAVES AVENUE E/O DEL MAR AVENUE,11/18/2009 12:00:00 AM,Wed,6352,"GRAVES AVENUE E/O DEL MAR AVENUE, california","34.0551238, -118.099706"
10564,GRAVES AVENUE E/O FALLING LEAF AVENUE,12/02/2014 12:00:00 AM,Tue,6438,"GRAVES AVENUE E/O FALLING LEAF AVENUE, california","34.0597311, -118.0935536"
10565,GRAVES AVENUE E/O FALLING LEAF AVENUE,12/02/2014 12:00:00 AM,Tue,5524,"GRAVES AVENUE E/O FALLING LEAF AVENUE, california","34.0597311, -118.0935536"
10566,GRAVES AVENUE E/O FALLING LEAF AVENUE,12/01/2014 12:00:00 AM,Mon,7529,"GRAVES AVENUE E/O FALLING LEAF AVENUE, california","34.0597311, -118.0935536"
10567,PINECREST DRIVE E/O LOMA ALTA DRIVE,01/20/2016 12:00:00 AM,Wed,270,"PINECREST DRIVE E/O LOMA ALTA DRIVE, california","34.2002429, -118.1220921"
10568,GRAVES AVENUE E/O FALLING LEAF AVENUE,12/01/2014 12:00:00 AM,Mon,6332,"GRAVES AVENUE E/O FALLING LEAF AVENUE, california","34.0597311, -118.0935536"
10569,GRAVES AVENUE E/O FALLING LEAF AVENUE,11/18/2009 12:00:00 AM,Wed,6657,"GRAVES AVENUE E/O FALLING LEAF AVENUE, california","34.0597311, -118.0935536"
10570,GRAVES AVENUE E/O NEW AVENUE,04/09/2014 12:00:00 AM,Wed,8826,"GRAVES AVENUE E/O NEW AVENUE, california","39.9884104, -75.31089089999999"
10571,GRAVES AVENUE E/O NEW AVENUE,04/08/2014 12:00:00 AM,Tue,8793,"GRAVES AVENUE E/O NEW AVENUE, california","39.9884104, -75.31089089999999"
10572,GRAVES AVENUE E/O NEW AVENUE,04/17/2012 12:00:00 AM,Tue,8805,"GRAVES AVENUE E/O NEW AVENUE, california","39.9884104, -75.31089089999999"
10573,GRAVES AVENUE E/O NEW AVENUE,04/16/2012 12:00:00 AM,Mon,8826,"GRAVES AVENUE E/O NEW AVENUE, california","39.9884104, -75.31089089999999"
10574,GRAVES AVENUE E/O SAN GABRIEL BOULEVARD,05/09/2011 12:00:00 AM,Mon,1158,"GRAVES AVENUE E/O SAN GABRIEL BOULEVARD, california","34.0903249, -118.0908582"
10575,CRESTWAY DRIVE E/O KENISTON AVENUE,08/14/2007 12:00:00 AM,Tue,168,"CRESTWAY DRIVE E/O KENISTON AVENUE, california","33.991249, -118.342006"
10576,CROCKER STREET S/O 132ND STREET,04/07/2014 12:00:00 AM,Mon,285,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10577,CROCKER STREET S/O 132ND STREET,12/20/2010 12:00:00 AM,Mon,274,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10578,CROCKER STREET S/O 132ND STREET,12/19/2010 12:00:00 AM,Sun,248,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10579,ECHELON AVENUE S/O CADWELL STREET,02/25/2016 12:00:00 AM,Thu,6263,"ECHELON AVENUE S/O CADWELL STREET, california","34.037627, -117.9397932"
10580,CROCKER STREET S/O 132ND STREET,12/18/2010 12:00:00 AM,Sat,368,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10581,CROCKER STREET S/O 132ND STREET,12/17/2010 12:00:00 AM,Fri,363,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10582,CROCKER STREET S/O 132ND STREET,12/16/2010 12:00:00 AM,Thur,311,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10583,CROCKER STREET S/O 132ND STREET,11/30/2010 12:00:00 AM,Tue,305,"CROCKER STREET S/O 132ND STREET, california","33.9127912, -118.2696248"
10584,CROCKETT BOULEVARD S/O 73RD STREET,05/18/2011 12:00:00 AM,Wed,3353,"CROCKETT BOULEVARD S/O 73RD STREET, california","33.974014, -118.236806"
10585,CROCKETT BOULEVARD S/O 73RD STREET,05/17/2011 12:00:00 AM,Tue,3452,"CROCKETT BOULEVARD S/O 73RD STREET, california","33.974014, -118.236806"
10586,CROCKETT BOULEVARD S/O 73RD STREET,05/16/2011 12:00:00 AM,Mon,3555,"CROCKETT BOULEVARD S/O 73RD STREET, california","33.974014, -118.236806"
10587,CROCKETT BOULEVARD S/O 75TH STREET,05/18/2011 12:00:00 AM,Wed,3199,"CROCKETT BOULEVARD S/O 75TH STREET, california","29.2786901, -94.8171661"
10588,CROCKETT BOULEVARD S/O 75TH STREET,05/17/2011 12:00:00 AM,Tue,3269,"CROCKETT BOULEVARD S/O 75TH STREET, california","29.2786901, -94.8171661"
10589,CROCKETT BOULEVARD S/O 75TH STREET,05/16/2011 12:00:00 AM,Mon,3325,"CROCKETT BOULEVARD S/O 75TH STREET, california","29.2786901, -94.8171661"
10590,HAWES STREET W/O COLIMA ROAD,03/19/2015 12:00:00 AM,Thu,2454,"HAWES STREET W/O COLIMA ROAD, california","33.98169250000001, -117.9615032"
10591,CROCKETT BOULEVARD S/O 81ST STREET,06/11/2008 12:00:00 AM,Wed,2724,"CROCKETT BOULEVARD S/O 81ST STREET, california","44.831041, -92.93476299999999"
10592,CROCKETT BOULEVARD S/O 81ST STREET,07/31/2007 12:00:00 AM,Tue,2769,"CROCKETT BOULEVARD S/O 81ST STREET, california","44.831041, -92.93476299999999"
10593,CROCKETT BOULEVARD S/O NADEAU STREET,07/31/2007 12:00:00 AM,Tue,3429,"CROCKETT BOULEVARD S/O NADEAU STREET, california","33.9674933, -118.236602"
10594,CROSBY STREET E/O CANYADA AVENUE,01/16/2013 12:00:00 AM,Wed,839,"CROSBY STREET E/O CANYADA AVENUE, california","34.1850124, -118.1579872"
10595,CROSBY STREET E/O OLIVE AVENUE,07/16/2013 12:00:00 AM,Tue,899,"CROSBY STREET E/O OLIVE AVENUE, california","34.1850124, -118.1579872"
10596,CROSBY STREET W/O GLENROSE AVENUE,12/04/2012 12:00:00 AM,Tue,897,"CROSBY STREET W/O GLENROSE AVENUE, california","34.1940379, -118.1513973"
10597,CROWN VALLEY ROAD N/O SYRACUSE AVENUE,04/21/2010 12:00:00 AM,Wed,4306,"CROWN VALLEY ROAD N/O SYRACUSE AVENUE, california","34.4685515, -118.197661"
10598,CROWN VALLEY ROAD S/O ANTELOPE WOODS ROAD,04/21/2010 12:00:00 AM,Wed,5002,"CROWN VALLEY ROAD S/O ANTELOPE WOODS ROAD, california","34.4925035, -118.1909072"
10599,MULHOLLAND HIGHWAY W/O CALAMIGOS ROAD (W),09/14/2015 12:00:00 AM,Mon,1661,"MULHOLLAND HIGHWAY W/O CALAMIGOS ROAD (W), california","34.092137, -118.817412"
10600,CROWN VALLEY ROAD S/O SYRACUSE AVENUE,04/21/2010 12:00:00 AM,Wed,4717,"CROWN VALLEY ROAD S/O SYRACUSE AVENUE, california","34.4717102, -118.1955321"
10601,LAKE AVENUE N/O POPPYFIELDS DRIVE,02/25/2016 12:00:00 AM,Thu,6448,"LAKE AVENUE N/O POPPYFIELDS DRIVE, california","34.1935967, -118.1311718"
10602,OTTERBEIN AVENUE S/O LA GUARDIA STREET,02/26/2016 12:00:00 AM,Fri,711,"OTTERBEIN AVENUE S/O LA GUARDIA STREET, california","33.977473, -117.8925353"
10603,CROWNDALE AVENUE N/O WASHINGTON BOULEVARD,09/02/2013 12:00:00 AM,Mon,338,"CROWNDALE AVENUE N/O WASHINGTON BOULEVARD, california","33.9788558, -118.0889908"
10604,FREEMAN AVENUE S/O 106TH STREET,12/11/2014 12:00:00 AM,Thur,3192,"FREEMAN AVENUE S/O 106TH STREET, california","33.9399983, -118.3482673"
10605,FREEMAN AVENUE S/O 106TH STREET,12/10/2014 12:00:00 AM,Wed,3201,"FREEMAN AVENUE S/O 106TH STREET, california","33.9399983, -118.3482673"
10606,FREEMAN AVENUE W/O CANYONSIDE ROAD,10/14/2012 12:00:00 AM,Sun,947,"FREEMAN AVENUE W/O CANYONSIDE ROAD, california","34.243105, -118.2240979"
10607,FREEMAN AVENUE W/O CANYONSIDE ROAD,10/13/2012 12:00:00 AM,Sat,1074,"FREEMAN AVENUE W/O CANYONSIDE ROAD, california","34.243105, -118.2240979"
10608,FREEMAN AVENUE W/O CANYONSIDE ROAD,10/12/2012 12:00:00 AM,Fri,1315,"FREEMAN AVENUE W/O CANYONSIDE ROAD, california","34.243105, -118.2240979"
10609,FREEMAN AVENUE W/O CANYONSIDE ROAD,10/11/2012 12:00:00 AM,Thur,1266,"FREEMAN AVENUE W/O CANYONSIDE ROAD, california","34.243105, -118.2240979"
10610,FREEMAN AVENUE W/O CANYONSIDE ROAD,10/10/2012 12:00:00 AM,Wed,1327,"FREEMAN AVENUE W/O CANYONSIDE ROAD, california","34.243105, -118.2240979"
10611,HAWES STREET E/O VALLEY VIEW AVENUE,03/19/2015 12:00:00 AM,Thu,2477,"HAWES STREET E/O VALLEY VIEW AVENUE, california",N/A
10612,FRUITVALE AVENUE E/O HERB STREET,02/06/2009 12:00:00 AM,Fri,581,"FRUITVALE AVENUE E/O HERB STREET, california","37.7902317, -122.2204531"
10613,FRUITVALE AVENUE E/O HERB STREET,02/05/2009 12:00:00 AM,Thur,692,"FRUITVALE AVENUE E/O HERB STREET, california","37.7902317, -122.2204531"
10614,FRUITVALE AVENUE E/O HERB STREET,02/04/2009 12:00:00 AM,Wed,698,"FRUITVALE AVENUE E/O HERB STREET, california","37.7902317, -122.2204531"
10615,FRUITVALE AVENUE E/O HERB STREET,02/03/2009 12:00:00 AM,Tue,680,"FRUITVALE AVENUE E/O HERB STREET, california","37.7902317, -122.2204531"
10616,FRUITVALE AVENUE E/O THIENES AVENUE,02/10/2009 12:00:00 AM,Tue,897,"FRUITVALE AVENUE E/O THIENES AVENUE, california","34.0448427, -118.0349137"
10617,HALLIBURTON ROAD W/O EMBER GLEN ROAD,09/14/2015 12:00:00 AM,Mon,10954,"HALLIBURTON ROAD W/O EMBER GLEN ROAD, california","33.992987, -117.947724"
10618,FRUITVALE AVENUE N/O HERB STREET,10/23/2012 12:00:00 AM,Tue,571,"FRUITVALE AVENUE N/O HERB STREET, california","37.801384, -122.2155883"
10619,FRUITVALE AVENUE N/O THIENES AVENUE,10/23/2012 12:00:00 AM,Tue,803,"FRUITVALE AVENUE N/O THIENES AVENUE, california","34.0448427, -118.0349137"
10620,FULLERTON ROAD N/O COLIMA ROAD,07/30/2007 12:00:00 AM,Mon,35539,"FULLERTON ROAD N/O COLIMA ROAD, california","33.988562, -117.906122"
10621,FULLERTON ROAD N/O CROSSHAVEN DRIVE,06/11/2013 12:00:00 AM,Tue,29376,"FULLERTON ROAD N/O CROSSHAVEN DRIVE, california","33.4545256, -86.7302558"
10622,FULLERTON ROAD N/O GALATINA STREET,06/11/2013 12:00:00 AM,Tue,30456,"FULLERTON ROAD N/O GALATINA STREET, california","33.9795957, -117.8996229"
10623,FULLERTON ROAD N/O GALE AVENUE,02/03/2008 12:00:00 AM,Sun,13927,"FULLERTON ROAD N/O GALE AVENUE, california","33.99483, -117.9072"
10624,VALCARLOS AVENUE S/O COMPANARIO DRIVE,02/26/2016 12:00:00 AM,Fri,1914,"VALCARLOS AVENUE S/O COMPANARIO DRIVE, california","33.98999, -117.9021743"
10625,FULLERTON ROAD N/O GALE AVENUE,02/02/2008 12:00:00 AM,Sat,19716,"FULLERTON ROAD N/O GALE AVENUE, california","33.99483, -117.9072"
10626,FULLERTON ROAD N/O GALE AVENUE,02/01/2008 12:00:00 AM,Fri,28711,"FULLERTON ROAD N/O GALE AVENUE, california","33.99483, -117.9072"
10627,FULLERTON ROAD N/O GALE AVENUE,01/31/2008 12:00:00 AM,Thur,28311,"FULLERTON ROAD N/O GALE AVENUE, california","33.99483, -117.9072"
10628,GEMINI STREET W/O HAMBLEDON AVENUE,04/16/2012 12:00:00 AM,Mon,4770,"GEMINI STREET W/O HAMBLEDON AVENUE, california","29.5524889, -95.1153587"
10629,GEMINI STREET W/O SANDALWOOD AVENUE,03/18/2013 12:00:00 AM,Mon,4803,"GEMINI STREET W/O SANDALWOOD AVENUE, california","34.1878862, -118.6254349"
10630,GERHART AVENUE N/O DEWAR AVENUE,10/15/2007 12:00:00 AM,Mon,11010,"GERHART AVENUE N/O DEWAR AVENUE, california","34.0303916, -118.1441606"
10631,HAWES STREET E/O PARISE DRIVE (E),03/19/2015 12:00:00 AM,Thu,3076,"HAWES STREET E/O PARISE DRIVE (E), california",N/A
10632,GERHART AVENUE S/O DEWAR AVENUE,10/16/2007 12:00:00 AM,Tue,9963,"GERHART AVENUE S/O DEWAR AVENUE, california","34.0303916, -118.1441606"
10633,GERHART AVENUE S/O DEWAR AVENUE,10/15/2007 12:00:00 AM,Mon,9883,"GERHART AVENUE S/O DEWAR AVENUE, california","34.0303916, -118.1441606"
10634,HALLIBURTON ROAD W/O ATLANTIDA DRIVE,09/14/2015 12:00:00 AM,Mon,12800,"HALLIBURTON ROAD W/O ATLANTIDA DRIVE, california","33.9960593, -117.9652171"
10635,GIANO AVENUE N/O LA PUENTE ROAD,04/20/2014 12:00:00 AM,Sun,4557,"GIANO AVENUE N/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10636,GIANO AVENUE N/O LA PUENTE ROAD,04/19/2014 12:00:00 AM,Sat,4947,"GIANO AVENUE N/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10637,GIANO AVENUE N/O LA PUENTE ROAD,04/18/2014 12:00:00 AM,Fri,6511,"GIANO AVENUE N/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10638,GIANO AVENUE N/O LA PUENTE ROAD,04/17/2014 12:00:00 AM,Thur,6161,"GIANO AVENUE N/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10639,GIANO AVENUE N/O LA PUENTE ROAD,04/16/2014 12:00:00 AM,Wed,6093,"GIANO AVENUE N/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10640,GIANO AVENUE N/O LA PUENTE ROAD,09/15/2009 12:00:00 AM,Tue,5648,"GIANO AVENUE N/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10641,GIANO AVENUE S/O LA PUENTE ROAD,04/20/2014 12:00:00 AM,Sun,4951,"GIANO AVENUE S/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10642,GIANO AVENUE S/O LA PUENTE ROAD,04/19/2014 12:00:00 AM,Sat,5434,"GIANO AVENUE S/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10643,GIANO AVENUE S/O LA PUENTE ROAD,04/18/2014 12:00:00 AM,Fri,6621,"GIANO AVENUE S/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10644,GIANO AVENUE S/O LA PUENTE ROAD,04/17/2014 12:00:00 AM,Thur,6269,"GIANO AVENUE S/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10645,GIANO AVENUE S/O LA PUENTE ROAD,04/16/2014 12:00:00 AM,Wed,6210,"GIANO AVENUE S/O LA PUENTE ROAD, california","34.01206579999999, -117.9087528"
10646,GIBRALTAR LANE E/O GLENDOWER COURT,11/02/2014 12:00:00 AM,Sun,236,"GIBRALTAR LANE E/O GLENDOWER COURT, california","34.4555256, -118.6315492"
10647,GIBRALTAR LANE E/O GLENDOWER COURT,11/01/2014 12:00:00 AM,Sat,450,"GIBRALTAR LANE E/O GLENDOWER COURT, california","34.4555256, -118.6315492"
10648,GIBRALTAR LANE E/O GLENDOWER COURT,10/31/2014 12:00:00 AM,Fri,563,"GIBRALTAR LANE E/O GLENDOWER COURT, california","34.4555256, -118.6315492"
10649,GIBRALTAR LANE E/O GLENDOWER COURT,10/30/2014 12:00:00 AM,Thur,430,"GIBRALTAR LANE E/O GLENDOWER COURT, california","34.4555256, -118.6315492"
10650,GIBRALTAR LANE E/O GLENDOWER COURT,10/29/2014 12:00:00 AM,Wed,421,"GIBRALTAR LANE E/O GLENDOWER COURT, california","34.4555256, -118.6315492"
10651,GRAVES AVENUE E/O SAN GABRIEL BOULEVARD,05/08/2011 12:00:00 AM,Sun,572,"GRAVES AVENUE E/O SAN GABRIEL BOULEVARD, california","34.0903249, -118.0908582"
10652,GRAVES AVENUE E/O SAN GABRIEL BOULEVARD,05/07/2011 12:00:00 AM,Sat,680,"GRAVES AVENUE E/O SAN GABRIEL BOULEVARD, california","34.0903249, -118.0908582"
10653,GRAVES AVENUE E/O SAN GABRIEL BOULEVARD,05/06/2011 12:00:00 AM,Fri,1175,"GRAVES AVENUE E/O SAN GABRIEL BOULEVARD, california","34.0903249, -118.0908582"
10654,GRAVES AVENUE E/O SAN GABRIEL BOULEVARD,05/05/2011 12:00:00 AM,Thur,1173,"GRAVES AVENUE E/O SAN GABRIEL BOULEVARD, california","34.0903249, -118.0908582"
10655,GRAVES AVENUE E/O STEVENS AVENUE,11/18/2009 12:00:00 AM,Wed,9365,"GRAVES AVENUE E/O STEVENS AVENUE, california",N/A
10656,GRAVES AVENUE E/O STRATHMORE AVENUE,05/30/2007 12:00:00 AM,Wed,7601,"GRAVES AVENUE E/O STRATHMORE AVENUE, california","34.0589637, -118.0970887"
10657,GRAVES AVENUE W/O DEL MAR AVENUE,11/18/2009 12:00:00 AM,Wed,10428,"GRAVES AVENUE W/O DEL MAR AVENUE, california","32.740768, -117.254372"
10658,GRAVES AVENUE W/O DEL MAR AVENUE,05/30/2007 12:00:00 AM,Wed,10631,"GRAVES AVENUE W/O DEL MAR AVENUE, california","32.740768, -117.254372"
10659,GRAVES AVENUE W/O ECKHART AVENUE,05/30/2007 12:00:00 AM,Wed,7349,"GRAVES AVENUE W/O ECKHART AVENUE, california","34.0513122, -118.0926818"
10660,GREEN HILL DRIVE N/O ROYAL ROAD,09/23/2012 12:00:00 AM,Sun,122,"GREEN HILL DRIVE N/O ROYAL ROAD, california",N/A
10661,GREEN HILL DRIVE N/O ROYAL ROAD,09/22/2012 12:00:00 AM,Sat,174,"GREEN HILL DRIVE N/O ROYAL ROAD, california",N/A
10662,GREEN HILL DRIVE N/O ROYAL ROAD,09/21/2012 12:00:00 AM,Fri,201,"GREEN HILL DRIVE N/O ROYAL ROAD, california",N/A
10663,GREEN HILL DRIVE N/O ROYAL ROAD,09/20/2012 12:00:00 AM,Thur,177,"GREEN HILL DRIVE N/O ROYAL ROAD, california",N/A
10664,GREEN HILL DRIVE S/O AVION CIRCLE,09/23/2012 12:00:00 AM,Sun,216,"GREEN HILL DRIVE S/O AVION CIRCLE, california",N/A
10665,GREEN HILL DRIVE S/O AVION CIRCLE,09/22/2012 12:00:00 AM,Sat,253,"GREEN HILL DRIVE S/O AVION CIRCLE, california",N/A
10666,GREEN HILL DRIVE S/O AVION CIRCLE,09/21/2012 12:00:00 AM,Fri,229,"GREEN HILL DRIVE S/O AVION CIRCLE, california",N/A
10667,HAWES STREET W/O HOMAGE AVENUE,03/19/2015 12:00:00 AM,Thu,3600,"HAWES STREET W/O HOMAGE AVENUE, california","33.9395559, -118.02239"
10668,GREEN HILL DRIVE S/O AVION CIRCLE,09/20/2012 12:00:00 AM,Thur,206,"GREEN HILL DRIVE S/O AVION CIRCLE, california",N/A
10669,GREEN STREET E/O NORTHUP AVENUE,09/12/2010 12:00:00 AM,Sun,281,"GREEN STREET E/O NORTHUP AVENUE, california","36.5079901, -86.4390519"
10670,GREEN STREET E/O NORTHUP AVENUE,09/11/2010 12:00:00 AM,Sat,340,"GREEN STREET E/O NORTHUP AVENUE, california","36.5079901, -86.4390519"
10671,FIGUEROA DRIVE W/O LINCOLN AVENUE,08/31/2010 12:00:00 AM,Tue,2083,"FIGUEROA DRIVE W/O LINCOLN AVENUE, california","34.181426, -118.1596884"
10672,FIGUEROA DRIVE W/O LINCOLN AVENUE,05/11/2008 12:00:00 AM,Sun,2118,"FIGUEROA DRIVE W/O LINCOLN AVENUE, california","34.181426, -118.1596884"
10673,FIGUEROA DRIVE W/O LINCOLN AVENUE,05/10/2008 12:00:00 AM,Sat,2369,"FIGUEROA DRIVE W/O LINCOLN AVENUE, california","34.181426, -118.1596884"
10674,FIGUEROA DRIVE W/O LINCOLN AVENUE,05/09/2008 12:00:00 AM,Fri,2407,"FIGUEROA DRIVE W/O LINCOLN AVENUE, california","34.181426, -118.1596884"
10675,FIGUEROA DRIVE W/O LINCOLN AVENUE,05/08/2008 12:00:00 AM,Thur,2340,"FIGUEROA DRIVE W/O LINCOLN AVENUE, california","34.181426, -118.1596884"
10676,FIGUEROA STREET N/O ALONDRA BOULEVARD,02/12/2007 12:00:00 AM,Mon,13342,"FIGUEROA STREET N/O ALONDRA BOULEVARD, california","34.0497471, -118.2593775"
10677,FIJI WAY E/O ADMIRALTY WAY,08/15/2010 12:00:00 AM,Sun,14369,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10678,FIJI WAY E/O ADMIRALTY WAY,08/14/2010 12:00:00 AM,Sat,15977,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10679,FIJI WAY E/O ADMIRALTY WAY,08/13/2010 12:00:00 AM,Fri,18539,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10680,HALLIBURTON ROAD E/O DURAZNO DRIVE,09/14/2015 12:00:00 AM,Mon,13074,"HALLIBURTON ROAD E/O DURAZNO DRIVE, california",N/A
10681,FIJI WAY E/O ADMIRALTY WAY,05/01/2010 12:00:00 AM,Sat,15117,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10682,FIJI WAY E/O ADMIRALTY WAY,04/30/2010 12:00:00 AM,Fri,18523,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10683,FIJI WAY E/O ADMIRALTY WAY,04/29/2010 12:00:00 AM,Thur,17220,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10684,HAZARD AVENUE N/O ALMANZA LANE,03/19/2015 12:00:00 AM,Thu,5331,"HAZARD AVENUE N/O ALMANZA LANE, california","34.053091, -118.178349"
10685,170TH STREET EAST S/O PARKVALLEY AVENUE,03/19/2015 12:00:00 AM,Thu,6658,"170TH STREET EAST S/O PARKVALLEY AVENUE, california","34.6124717, -117.8269014"
10686,FIJI WAY E/O ADMIRALTY WAY,07/22/2007 12:00:00 AM,Sun,15555,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
10687,FIJI WAY E/O ADMIRALTY WAY,07/21/2007 12:00:00 AM,Sat,16197,"FIJI WAY E/O ADMIRALTY WAY, california","33.9725, -118.4463889"
